YEAR,QUARTER,REG,AREA,EDUCATIONAL,VALUE,UNIT,SOURCE
2563,"ไตรมาสที่ 3/2563","2) ภาคกลาง","1) เขตเทศบาล","11. อื่น ๆ",74.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","2) ภาคกลาง","1) เขตเทศบาล","12. ไม่ทราบ",120.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","01. ไม่มีการศึกษา",369.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","02. ต่ำกว่าประถมศึกษา",1965.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","03. ประถมศึกษา",1745.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","04. มัธยมศึกษาตอนต้น",1831.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",1205.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",419.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",1.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","08. อุดมศึกษา สายวิชาการ",890.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",576.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",133.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","11. อื่น ๆ",31.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","12. ไม่ทราบ",77.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","3) ภาคเหนือ","1) เขตเทศบาล","01. ไม่มีการศึกษา",174.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","3) ภาคเหนือ","1) เขตเทศบาล","02. ต่ำกว่าประถมศึกษา",874.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","3) ภาคเหนือ","1) เขตเทศบาล","03. ประถมศึกษา",478.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","3) ภาคเหนือ","1) เขตเทศบาล","04. มัธยมศึกษาตอนต้น",503.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","3) ภาคเหนือ","1) เขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",436.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","3) ภาคเหนือ","1) เขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",121.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","3) ภาคเหนือ","1) เขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","3) ภาคเหนือ","1) เขตเทศบาล","08. อุดมศึกษา สายวิชาการ",443.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","3) ภาคเหนือ","1) เขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",185.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","3) ภาคเหนือ","1) เขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",102.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","3) ภาคเหนือ","1) เขตเทศบาล","11. อื่น ๆ",4.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","3) ภาคเหนือ","1) เขตเทศบาล","12. ไม่ทราบ",2.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","01. ไม่มีการศึกษา",516.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","02. ต่ำกว่าประถมศึกษา",1949.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","03. ประถมศึกษา",1100.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","04. มัธยมศึกษาตอนต้น",1051.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",662.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",166.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","08. อุดมศึกษา สายวิชาการ",370.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",229.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",94.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","11. อื่น ๆ",7.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","12. ไม่ทราบ",6.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","01. ไม่มีการศึกษา",60.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","02. ต่ำกว่าประถมศึกษา",1218.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","03. ประถมศึกษา",894.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","04. มัธยมศึกษาตอนต้น",752.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",624.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",115.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","08. อุดมศึกษา สายวิชาการ",383.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",219.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",130.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","12. ไม่ทราบ",.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","4) ภาคตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","01. ไม่มีการศึกษา",176.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","4) ภาคตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","02. ต่ำกว่าประถมศึกษา",3468.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","4) ภาคตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","03. ประถมศึกษา",2536.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","4) ภาคตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","04. มัธยมศึกษาตอนต้น",2007.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","4) ภาคตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",1297.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","4) ภาคตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",262.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","4) ภาคตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","4) ภาคตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","08. อุดมศึกษา สายวิชาการ",372.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","4) ภาคตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",280.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","4) ภาคตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",201.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","4) ภาคตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","12. ไม่ทราบ",.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","5) ภาคใต้","1) เขตเทศบาล","01. ไม่มีการศึกษา",93.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","5) ภาคใต้","1) เขตเทศบาล","02. ต่ำกว่าประถมศึกษา",429.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","5) ภาคใต้","1) เขตเทศบาล","03. ประถมศึกษา",449.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","5) ภาคใต้","1) เขตเทศบาล","04. มัธยมศึกษาตอนต้น",471.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","5) ภาคใต้","1) เขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",377.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","5) ภาคใต้","1) เขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",102.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","5) ภาคใต้","1) เขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","5) ภาคใต้","1) เขตเทศบาล","08. อุดมศึกษา สายวิชาการ",338.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","5) ภาคใต้","1) เขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",164.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","5) ภาคใต้","1) เขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",79.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","5) ภาคใต้","1) เขตเทศบาล","11. อื่น ๆ",7.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","5) ภาคใต้","1) เขตเทศบาล","12. ไม่ทราบ",20.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","5) ภาคใต้","2) นอกเขตเทศบาล","01. ไม่มีการศึกษา",264.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","5) ภาคใต้","2) นอกเขตเทศบาล","02. ต่ำกว่าประถมศึกษา",995.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","5) ภาคใต้","2) นอกเขตเทศบาล","03. ประถมศึกษา",1185.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","5) ภาคใต้","2) นอกเขตเทศบาล","04. มัธยมศึกษาตอนต้น",969.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","5) ภาคใต้","2) นอกเขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",686.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","5) ภาคใต้","2) นอกเขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",134.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","5) ภาคใต้","2) นอกเขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","5) ภาคใต้","2) นอกเขตเทศบาล","08. อุดมศึกษา สายวิชาการ",386.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","5) ภาคใต้","2) นอกเขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",219.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","5) ภาคใต้","2) นอกเขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",96.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","5) ภาคใต้","2) นอกเขตเทศบาล","11. อื่น ๆ",5.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 3/2563","5) ภาคใต้","2) นอกเขตเทศบาล","12. ไม่ทราบ",16.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","1) กรุงเทพมหานคร","1) เขตเทศบาล","01. ไม่มีการศึกษา",194.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","1) กรุงเทพมหานคร","1) เขตเทศบาล","02. ต่ำกว่าประถมศึกษา",649.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","1) กรุงเทพมหานคร","1) เขตเทศบาล","03. ประถมศึกษา",1179.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","1) กรุงเทพมหานคร","1) เขตเทศบาล","04. มัธยมศึกษาตอนต้น",1216.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","1) กรุงเทพมหานคร","1) เขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",1044.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","1) กรุงเทพมหานคร","1) เขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",396.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","1) กรุงเทพมหานคร","1) เขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",2.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","1) กรุงเทพมหานคร","1) เขตเทศบาล","08. อุดมศึกษา สายวิชาการ",2303.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","1) กรุงเทพมหานคร","1) เขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",473.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","1) กรุงเทพมหานคร","1) เขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",152.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","1) กรุงเทพมหานคร","1) เขตเทศบาล","12. ไม่ทราบ",42.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","2) ภาคกลาง","1) เขตเทศบาล","01. ไม่มีการศึกษา",321.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","2) ภาคกลาง","1) เขตเทศบาล","02. ต่ำกว่าประถมศึกษา",1239.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","2) ภาคกลาง","1) เขตเทศบาล","03. ประถมศึกษา",1237.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","2) ภาคกลาง","1) เขตเทศบาล","04. มัธยมศึกษาตอนต้น",1521.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","2) ภาคกลาง","1) เขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",1198.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","2) ภาคกลาง","1) เขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",394.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","2) ภาคกลาง","1) เขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","2) ภาคกลาง","1) เขตเทศบาล","08. อุดมศึกษา สายวิชาการ",1288.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","2) ภาคกลาง","1) เขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",494.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","2) ภาคกลาง","1) เขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",178.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","2) ภาคกลาง","1) เขตเทศบาล","11. อื่น ๆ",82.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","2) ภาคกลาง","1) เขตเทศบาล","12. ไม่ทราบ",66.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","01. ไม่มีการศึกษา",394.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","02. ต่ำกว่าประถมศึกษา",1905.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","03. ประถมศึกษา",1833.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","04. มัธยมศึกษาตอนต้น",1812.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",1201.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",399.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",1.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","08. อุดมศึกษา สายวิชาการ",918.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",539.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",167.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","11. อื่น ๆ",60.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","12. ไม่ทราบ",35.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","3) ภาคเหนือ","1) เขตเทศบาล","01. ไม่มีการศึกษา",184.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","3) ภาคเหนือ","1) เขตเทศบาล","02. ต่ำกว่าประถมศึกษา",873.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","3) ภาคเหนือ","1) เขตเทศบาล","03. ประถมศึกษา",457.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","3) ภาคเหนือ","1) เขตเทศบาล","04. มัธยมศึกษาตอนต้น",487.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","3) ภาคเหนือ","1) เขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",439.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","3) ภาคเหนือ","1) เขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",124.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","3) ภาคเหนือ","1) เขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","3) ภาคเหนือ","1) เขตเทศบาล","08. อุดมศึกษา สายวิชาการ",446.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","3) ภาคเหนือ","1) เขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",208.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","3) ภาคเหนือ","1) เขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",97.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","3) ภาคเหนือ","1) เขตเทศบาล","11. อื่น ๆ",5.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","3) ภาคเหนือ","1) เขตเทศบาล","12. ไม่ทราบ",1.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","01. ไม่มีการศึกษา",504.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","02. ต่ำกว่าประถมศึกษา",1925.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","03. ประถมศึกษา",1159.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","04. มัธยมศึกษาตอนต้น",1089.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",626.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",150.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","08. อุดมศึกษา สายวิชาการ",362.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",217.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",103.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","11. อื่น ๆ",10.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","12. ไม่ทราบ",4.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","01. ไม่มีการศึกษา",55.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","02. ต่ำกว่าประถมศึกษา",1193.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","03. ประถมศึกษา",915.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 4/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","04. มัธยมศึกษาตอนต้น",774.20,พันคน,สำนักงานสถิติแห่งชาติ
